MD	TVD	North	East	Dia	Color	Style
1466.1	1365.3	-345.6	186.1	1.5	1	0
1469.1	1367.9	-347.2	186.4	1.5	1	0
1472.2	1370.5	-348.8	186.8	1.5	1	0
1475.2	1373.1	-350.4	187.1	1.5	1	0
1478.3	1375.7	-352.0	187.4	1.5	1	0
1481.3	1378.3	-353.5	187.7	1.5	1	0
1484.4	1380.9	-355.1	188.1	1.5	1	0
1487.4	1383.5	-356.7	188.4	1.5	1	0
1490.5	1386.0	-358.2	188.7	1.5	1	0
1493.5	1388.6	-359.8	189.0	1.5	1	0
1496.6	1391.2	-361.4	189.3	1.5	1	0
1499.6	1393.9	-362.9	189.6	1.5	1	0
1502.7	1396.4	-364.5	190.0	1.5	1	0
1505.7	1399.0	-366.0	190.3	1.5	1	0
1508.8	1401.7	-367.6	190.6	1.5	1	0
1511.8	1404.2	-369.1	190.9	1.5	1	0
1514.9	1406.9	-370.7	191.2	1.5	1	0
1517.9	1409.5	-372.2	191.5	1.5	1	0
1521.0	1412.1	-373.7	191.8	1.5	1	0
1524.0	1414.7	-375.2	192.2	1.5	1	0
1527.0	1417.4	-376.8	192.5	1.5	1	0
1530.1	1420.0	-378.3	192.8	1.5	1	0
1533.1	1422.6	-379.8	193.1	1.5	1	0
1536.2	1425.2	-381.3	193.4	1.5	1	0
1539.2	1427.9	-382.8	193.7	1.5	1	0
1542.3	1430.5	-384.3	194.0	1.5	1	0
1545.3	1433.1	-385.8	194.3	1.5	1	0
1548.4	1435.8	-387.3	194.6	1.5	1	0
1551.4	1438.4	-388.8	194.9	1.5	1	0
1554.5	1441.0	-390.3	195.2	1.5	1	0
1557.5	1443.7	-391.9	195.5	1.5	1	0
1560.6	1446.3	-393.4	195.8	1.5	1	0
1563.6	1448.9	-394.9	196.1	1.5	1	0
1566.7	1451.5	-396.5	196.4	1.5	1	0
1569.7	1454.1	-398.1	196.7	1.5	1	0
1572.8	1456.7	-399.6	197.1	1.5	1	0
1575.8	1459.3	-401.2	197.4	1.5	1	0
1578.9	1461.9	-402.8	197.7	1.5	1	0
1581.9	1464.4	-404.3	198.0	1.5	1	0
1585.0	1467.0	-405.9	198.3	1.5	1	0
1588.0	1469.7	-407.5	198.6	1.5	1	0
1591.1	1472.2	-409.0	198.9	1.5	1	0
1594.1	1474.8	-410.6	199.3	1.5	1	0
1597.2	1477.5	-412.2	199.6	1.5	1	0
1600.2	1480.0	-413.7	199.9	1.5	1	0
1603.2	1482.7	-415.2	200.2	1.5	1	0
1606.3	1485.3	-416.8	200.5	1.5	1	0
1609.3	1487.9	-418.3	200.9	1.5	1	0
1612.4	1490.5	-419.9	201.2	1.5	1	0
1615.4	1493.1	-421.4	201.5	1.5	1	0
1618.5	1495.7	-422.9	201.8	1.5	1	0
1621.5	1498.3	-424.5	202.2	1.5	1	0
1624.6	1501.0	-426.0	202.5	1.5	1	0
1627.6	1503.6	-427.5	202.8	1.5	1	0
1630.7	1506.2	-429.0	203.1	1.5	1	0
1633.7	1508.8	-430.5	203.5	1.5	1	0
1636.8	1511.4	-432.1	203.8	1.5	1	0
1639.8	1514.1	-433.6	204.2	1.5	1	0
1642.9	1516.7	-435.1	204.5	1.5	1	0
1645.9	1519.3	-436.6	204.8	1.5	1	0
1649.0	1521.9	-438.1	205.1	1.5	1	0
1652.0	1524.5	-439.6	205.5	1.5	1	0
1655.1	1527.2	-441.1	205.8	1.5	1	0
1658.1	1529.8	-442.7	206.1	1.5	1	0
1661.2	1532.4	-444.2	206.5	1.5	1	0
1664.2	1535.1	-445.6	206.8	1.5	1	0
1667.3	1537.7	-447.2	207.1	1.5	1	0
1670.3	1540.3	-448.7	207.5	1.5	1	0
1673.4	1543.0	-450.2	207.8	1.5	1	0
1676.4	1545.6	-451.7	208.1	1.5	1	0
1679.4	1548.3	-453.1	208.5	1.5	1	0
1682.5	1550.9	-454.6	208.8	1.5	1	0
1685.5	1553.5	-456.1	209.1	1.5	1	0
1688.6	1556.2	-457.6	209.5	1.5	1	0
1691.6	1558.8	-459.1	209.8	1.5	1	0
1694.7	1561.5	-460.6	210.1	1.5	1	0
1697.7	1564.1	-462.0	210.4	1.5	1	0
1700.8	1566.7	-463.5	210.8	1.5	1	0
1703.8	1569.4	-465.0	211.1	1.5	1	0
1706.9	1572.0	-466.5	211.4	1.5	1	0
1709.9	1574.7	-468.0	211.7	1.5	1	0
1713.0	1577.3	-469.4	212.0	1.5	1	0
1716.0	1580.0	-470.9	212.3	1.5	1	0
1719.1	1582.6	-472.3	212.6	1.5	1	0
1722.1	1585.3	-473.8	212.9	1.5	1	0
1725.2	1588.0	-475.2	213.2	1.5	1	0
1728.2	1590.6	-476.7	213.5	1.5	1	0
1731.3	1593.3	-478.2	213.8	1.5	1	0
1734.3	1596.0	-479.6	214.2	1.5	1	0
1737.4	1598.6	-481.1	214.5	1.5	1	0
1740.4	1601.3	-482.5	214.7	1.5	1	0
1743.5	1603.9	-484.0	215.0	1.5	1	0
1746.5	1606.6	-485.4	215.3	1.5	1	0
1749.6	1609.3	-486.9	215.6	1.5	1	0
1752.6	1611.9	-488.4	215.9	1.5	1	0
1755.6	1614.6	-489.8	216.2	1.5	1	0
1758.7	1617.2	-491.3	216.5	1.5	1	0
1761.7	1619.9	-492.7	216.8	1.5	1	0
